external_gene_name,siRNAaRNF4_untreated_1,siRNAaRNF4_7d_of_osteogenesis_1,scrambled_untreated_1,scrambled_7d_of_osteogenesis_1,siRNAaRNF4_untreated_2,siRNAaRNF4_7d_of_osteogenesis_2,scrambled_untreated_2,scrambled_7d_of_osteogenesis_2,siRNAaRNF4_untreated_4,siRNAaRNF4_7d_of_osteogenesis_4,scrambled_untreated_4,scrambled_7d_of_osteogenesis_4
CCDC66,304.6657942,281.4023834,283.9200005,261.9118526,298.9552059,270.9211664,179.4217069,77.65496064,305.8875112,313.6398734,288.9912983,250.1535324
DEFB124,0.0,0.0,0.910000002,0.890856642,0.0,0.0,0.0,0.0,2.208574088,0.0,0.0,0.0
EMC3-AS1,49.03867236,42.25837839,20.02000004,69.48681804,48.68977294,50.40393794,61.70587802,68.33636537,61.84007447,55.90559677,67.93452162,53.18224704
ATP5F1EP2,1.043376008,1.920835381,0.910000002,0.0,1.947590918,0.0,2.847963601,2.07079895,3.312861132,0.0,2.15665148,0.0
MCFD2,6447.020351,6729.646758,9468.550018,13282.67253,6052.138777,5452.025954,15333.43603,16527.04642,5740.084055,4431.702985,16264.38714,15081.10646
LINC00304,88.68696065,68.18965604,13.65000003,11.58113634,66.2180912,59.85467631,4.746606001,1.035399475,73.98723195,90.01748632,12.93990888,6.893994986
HARBI1,119.9882409,124.8542998,116.4800002,151.4456291,128.5410006,135.4605832,120.5637924,125.2833365,134.7230194,174.3496577,107.832574,111.2887762
C11orf71,54.25555239,43.21879608,67.34000013,31.17998245,46.74218203,48.30377386,36.07420561,42.45137848,39.75433359,27.47902214,46.36800682,32.50026208
TPRXL,7.303632053,5.762506144,1.820000003,0.890856642,2.921386377,8.400656324,2.847963601,2.07079895,11.04287044,6.632867413,1.07832574,0.984856427
SERTM1,0.0,0.0,0.0,0.890856642,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS1,7750.196984,11258.01617,8380.190016,15745.89114,6030.715277,7171.010254,1076.530241,4711.067612,384.2918913,1192.021029,1477.306264,4575.642958
ARHGAP45,9.390384068,44.17921377,7.280000014,2.672569925,10.71175005,24.15188693,0.9493212,9.318595277,9.938583396,36.00699453,2.15665148,4.924282133
AC022148.1,23.99764817,18.24793612,20.02000004,17.81713283,20.44970464,31.50246121,11.3918544,14.49559265,38.65004654,36.00699453,11.86158314,23.63655424
ZNF571,102.2508487,113.3292875,88.27000017,71.26853132,112.9602732,96.60754772,66.45248402,22.77878846,124.784436,135.5000057,84.10940772,82.72793983
GLIPR1L2,6.260256046,10.5645946,13.65000003,1.781713283,8.76415913,15.75123061,8.543890802,4.141597901,4.417148176,7.580419901,7.54828018,3.939425706
MIGA1,1409.600986,1774.851892,1107.470002,1321.140399,1564.889302,1833.443243,1241.71213,860.4169639,1977.778096,2509.118987,1689.736435,1589.558273
KCNE1,32.34465624,17.28751843,1.820000003,3.563426566,67.19188666,21.00164081,5.695927202,3.106198426,96.07297283,24.63636468,28.03646924,4.924282133
PRR26,0.0,0.960417691,0.910000002,0.0,0.973795459,0.0,0.9493212,0.0,2.208574088,0.947552488,2.15665148,0.984856427
NRIP1,822.180294,800.0279363,1272.180002,1214.237602,718.6610487,728.7569361,750.9130694,396.557999,723.3080138,830.0559792,1085.87402,939.553031
ZSCAN4,1.043376008,4.802088453,0.0,1.781713283,11.68554551,25.20196897,10.4425332,6.212396851,53.00577811,53.06293931,34.50642368,3.939425706
BHLHA15,3.130128023,5.762506144,1.820000003,0.0,0.973795459,3.150246121,1.898642401,5.176997376,2.208574088,5.685314926,3.23497722,1.969712853
RNF182,228.4993457,186.321032,313.9500006,313.5815378,206.4446373,128.1100089,271.5058633,293.0180515,124.784436,42.63986194,170.3754669,191.0621468
C9orf139,0.0,1.920835381,1.820000003,0.890856642,2.921386377,5.250410202,0.0,2.07079895,3.312861132,0.0,3.23497722,0.0
TSPYL5,1228.053561,1279.276364,1170.260002,1250.762725,1127.655141,1037.481056,862.932971,963.9569114,936.4354133,772.2552774,998.5296353,858.794804
FUT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
HIST1H2AC,1695.486012,2405.846315,1547.910003,1102.880522,2074.184327,2717.612321,1544.545593,1492.010644,3336.05116,3992.986183,2691.501047,2383.352552
EIF2S3B,5.216880038,4.802088453,7.280000014,8.908566415,3.895181836,4.200328162,3.797284801,2.07079895,2.208574088,1.895104975,5.3916287,5.90913856
SRP9P1,4.17350403,6.722923835,8.190000015,4.454283208,4.868977294,4.200328162,11.3918544,5.176997376,1.104287044,0.947552488,5.3916287,4.924282133
SKIDA1,30.25790422,29.77294841,19.11000004,12.47199298,26.29247739,31.50246121,13.2904968,6.212396851,13.25144453,35.05944204,9.70493166,8.863707839
HIST1H2BC,232.6728497,440.83172,92.82000017,158.5724822,520.006775,645.8004549,375.9311953,387.2394037,1350.543055,1555.881185,862.660592,581.0652917
MB21D2,227.4559697,278.5211303,125.5800002,286.8558386,263.8985694,341.2766632,199.3574521,298.1950489,489.1991605,522.1014207,209.1951936,226.5169781
GSX2,0.0,0.960417691,0.910000002,0.0,0.0,0.0,0.0,1.035399475,0.0,1.895104975,0.0,0.0
SSTR2,2.086752015,12.48542998,24.57000005,12.47199298,0.0,11.55090245,0.0,2.07079895,0.0,0.947552488,0.0,0.0
ZNF594,380.8322428,346.7107863,245.7000005,205.7878842,341.8022061,294.0229713,132.904968,62.12396851,279.3846221,264.367144,185.4720273,176.2893004
PCGF5,3915.790156,5010.499092,4801.160009,8183.409109,3813.383017,4080.618809,5164.307329,4412.872563,2727.588999,3331.594546,4540.829691,6300.126561
SLC47A2,2.086752015,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
MAB21L1,124.1617449,102.7646929,102.8300002,184.4073248,123.6720233,135.4605832,167.0805312,173.9471118,113.7415655,165.8216853,174.6887699,178.2590132
RPL21P8,0.0,0.0,0.0,2.672569925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOD1,402.7431389,483.0900984,289.3800005,303.7821148,479.1073658,517.690446,216.4452337,124.247937,1074.471294,1005.353189,394.6672209,328.9420465
EXOC5P1,2.086752015,1.920835381,2.730000005,4.454283208,0.973795459,2.100164081,2.847963601,1.035399475,5.52143522,3.79020995,3.23497722,0.0
TMEM64,888.9563585,1415.655676,1284.920002,823.1515368,875.4421175,1125.687947,513.5827693,620.2042857,885.6382093,740.0384928,566.1210135,555.4590246
C3orf22,1.043376008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02363,5.216880038,0.960417691,1.820000003,0.890856642,3.895181836,2.100164081,2.847963601,3.106198426,5.52143522,0.947552488,1.07832574,0.0
CHRM4,6.260256046,3.841670763,2.730000005,0.890856642,6.816568212,5.250410202,0.0,1.035399475,4.417148176,4.737762438,3.23497722,2.95456928
SHISA2,6.260256046,6.722923835,4.550000009,1.781713283,10.71175005,3.150246121,31.32759961,4.141597901,1.104287044,3.79020995,0.0,0.0
S1PR5,20.86752015,13.44584767,10.01000002,15.14456291,13.63313642,19.95155877,37.02352681,34.16818268,23.19002792,19.89860224,42.05470386,19.69712853
CLRN3,2.086752015,3.841670763,0.0,0.0,0.973795459,3.150246121,0.0,1.035399475,3.312861132,0.947552488,0.0,0.0
SMG1P3,20.86752015,29.77294841,32.76000006,41.87026215,37.9780229,31.50246121,30.37827841,19.67259003,47.48434289,34.11188955,26.9581435,21.66684138
GPR157,323.4465624,383.2066586,174.7200003,263.6935659,403.15132,425.2832264,262.0126513,285.7702552,840.3624405,628.2272993,318.1060933,252.1232452
PIPSL,22.95427217,9.604176906,23.66000004,17.81713283,16.5545228,11.55090245,18.98642401,30.02658478,22.08574088,26.53146965,20.48818906,21.66684138
CHST13,4.17350403,4.802088453,5.46000001,3.563426566,5.842772753,7.350574283,3.797284801,4.141597901,8.834296352,8.527972389,1.07832574,5.90913856
WDFY3-AS2,101.2074727,109.4876167,128.3100002,81.95881102,92.51056859,77.706071,60.75655682,67.30096589,49.69291698,42.63986194,66.85619588,89.62193482
SLC36A4,477.8662115,475.4067569,756.2100014,1014.685715,541.4302751,514.5401998,687.308549,613.9918888,740.9766065,641.4930341,713.8516399,723.8694735
ZDHHC20,2242.21504,2960.007323,2514.330005,2293.064995,2195.90876,2512.846323,2848.912922,1824.373875,2072.746782,2332.874225,2963.239134,3154.495134
ANKRD30B,56.34230441,45.13963146,13.65000003,43.65197544,37.9780229,35.70278938,43.66877521,42.45137848,13.25144453,9.475524876,109.9892255,109.3190634
OR51E1,0.0,0.0,0.910000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFP3,300.4922902,282.362801,253.8900005,231.6227268,270.7151376,283.5221509,143.3475012,96.2921512,257.2988813,228.3601495,195.1769589,211.7441317
ARSJ,1960.503518,1670.166364,1777.230003,4532.678592,1741.14628,1199.19369,5169.053935,5932.838993,1239.010063,769.4126199,3312.616673,3473.588617
HOXC9,274.40789,287.1648895,307.5800006,272.6021323,275.5841149,283.5221509,270.5565421,344.7880253,247.3602979,357.2272878,295.4612528,304.3206358
MAP3K15,2.086752015,5.762506144,0.910000002,3.563426566,1.947590918,1.05008204,1.898642401,4.141597901,6.625722264,0.947552488,1.07832574,0.984856427
PPA1,1685.052252,2167.662728,1961.960004,3518.883734,2047.89185,2493.944846,3034.030556,4251.350245,2953.967843,3467.094552,3427.997528,3460.785483
HOXC10,760.6211095,1027.646929,1173.900002,1149.205068,661.2071166,975.5262156,1400.24877,1776.745499,673.6150969,1043.255289,1527.987574,1569.861144
PSMG4,188.8510574,169.0335136,192.0100004,235.1861534,172.3617962,137.5607473,186.0669553,418.301388,129.2015842,163.9265804,188.7070045,195.0015725
BHLHE22,0.0,1.920835381,0.910000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP6D1,14.60726411,10.5645946,10.01000002,6.235996491,8.76415913,16.80131265,11.3918544,20.7079895,15.46001862,16.10839229,11.86158314,18.71227211
ZNF443,46.95192034,57.62506144,38.22000007,30.28912581,53.55875024,51.45401998,29.42895721,25.88498688,53.00577811,62.53846418,30.19312072,46.28825205
PDIA3P1,141.899137,108.527199,125.5800002,121.1565033,111.0126823,121.8095167,151.891392,128.3895349,144.6616028,135.5000057,159.5922095,139.8496126
LINC01555,0.0,0.0,0.910000002,0.0,0.0,0.0,0.0,1.035399475,0.0,0.947552488,0.0,0.0
GREM2,395.4395069,304.4524079,1092.000002,212.0238807,364.1995016,217.3669824,1769.534717,636.7706773,107.1158433,66.32867413,1007.156241,1059.705515
SSR4,3297.068184,2710.298723,3260.530006,2993.278316,4026.644223,3400.165647,3999.490217,5254.652337,4770.52003,4226.084095,3596.216343,3301.238742
CAPS2,135.638881,128.6959705,165.6200003,47.215402,137.3051597,112.3587783,82.59094442,36.23898163,68.46579673,81.48951393,54.99461274,67.95509343
ZNF792,73.03632053,87.39800985,48.23000009,33.85255238,67.19188666,90.30705548,22.78370881,40.38057953,81.71724126,92.86014379,44.21135534,32.50026208
CUEDC1,1153.973864,1365.713956,2198.560004,2644.953369,1051.699096,1143.539342,2265.080384,3417.853668,1089.931312,1108.636411,1847.171993,2458.201641
SCRIB,1498.287947,1437.745283,1594.320003,2156.763929,1475.30012,1526.819287,2062.874968,2856.667152,1691.767751,1568.199367,2139.398268,1887.96977
KCTD2,799.2260218,800.988354,1039.220002,846.3138095,693.3423667,786.5114483,1155.323901,1275.612153,935.3311263,834.7937416,959.7099086,912.9619074
D2HGDH,319.2730583,339.9878625,405.8600008,352.7792301,284.348274,317.1247762,389.2216921,478.3545576,208.7102513,233.097912,293.3046013,332.8814722
OXTR,215.9788336,349.5920394,474.1100009,516.6968521,234.6847056,327.6255966,2089.455962,1343.948519,459.3834103,271.0000115,2879.129726,2954.56928
CMTR2,1161.277496,1025.726094,915.4600017,920.2549107,1053.646687,1018.579579,701.548367,462.8235654,993.8583396,1011.038504,713.8516399,750.4605971
FAM83H,516.4711238,450.4358969,679.7700013,593.3105233,497.6094795,420.0328162,495.5456665,580.8591056,407.4819192,422.6084095,699.8334053,564.3227324
OR7E18P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947552488,0.0,0.0
GPR62,0.0,3.841670763,0.910000002,0.890856642,1.947590918,3.150246121,0.9493212,1.035399475,4.417148176,2.842657463,0.0,0.984856427
ZNF572,43.82179232,46.10004915,51.8700001,39.19769223,60.37531845,42.00328162,22.78370881,15.53099213,23.19002792,28.42657463,24.80149202,21.66684138
ST20,58.42905643,74.91257987,59.15000011,34.74340902,66.2180912,77.706071,43.66877521,68.33636537,65.1529356,76.7517515,48.5246583,38.40940064
PITPNB,2240.128288,1931.399976,2063.880004,2907.756078,2075.158123,1775.68873,2097.050531,2365.887801,1898.269429,2009.758826,2140.476594,2086.910768
TCEAL8,1169.624505,1411.814005,1544.270003,1223.146169,1254.248551,1289.500746,1929.020679,1826.444674,1216.924323,1450.702859,1842.85869,1866.302928
LRRC57,1024.595239,1051.657371,604.2400011,601.328233,1156.869005,1246.447382,447.1302853,498.0271476,1452.137463,1722.650422,627.5855807,628.3384002
OR52N2,0.0,0.0,0.0,0.890856642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL14,899.3901185,768.3341525,624.2600012,787.5172711,1031.249391,821.1641557,995.8379391,1593.479792,967.3554506,989.2447971,698.7550796,712.0511964
GPR137C,30.25790422,30.7333661,13.65000003,16.03541955,35.05663652,53.55418406,38.92216921,49.69917481,54.11006516,74.85664652,29.11479498,31.51540565
C1orf105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.895104975,0.0,0.0
BBS12,426.7407871,421.6233662,265.7200005,257.4575694,377.832638,403.2315035,218.3438761,177.0533103,265.0288906,370.4930227,251.2498974,281.668938
ZFP82,266.0608819,257.3919411,273.9100005,215.5873073,296.0338195,277.2216587,241.1275849,128.3895349,422.9419379,397.9720448,282.5213439,244.2443938
C17orf47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
LSMEM1,13.5638881,16.32710074,20.02000004,16.92627619,18.50211372,32.55254325,6.645248402,11.38939423,53.00577811,35.05944204,10.7832574,19.69712853
OR56B2P,0.0,0.0,0.0,0.890856642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQO1,25626.35812,21251.16224,7797.790015,6940.664094,24060.5382,16558.7437,6120.273778,8952.063863,13262.4874,8106.311532,2882.364703,3316.011588
OR56B1,0.0,0.0,0.910000002,0.0,0.0,0.0,0.9493212,0.0,0.0,0.0,0.0,0.0
AEN,1704.876396,1492.489091,1127.490002,1566.125976,1844.368599,1623.426835,1354.681353,1783.993296,2925.25638,2653.146965,1314.479077,1035.084104
FKRP,391.2660028,324.6211794,1109.290002,988.8508721,297.007615,306.6239558,1048.999926,1173.107605,154.6001862,166.7692378,846.4857059,1006.523268
TRAPPC5,35.47478426,22.08960688,35.49000007,36.5251223,23.37109101,31.50246121,21.83438761,41.41597901,19.87716679,14.21328731,6.46995444,25.60626709
RPH3AL,113.7279848,76.83341525,74.62000014,78.39538446,87.6415913,118.6592706,101.5773684,128.3895349,59.63150038,108.9685361,89.50103642,111.2887762
SLC25A42,214.9354576,287.1648895,274.8200005,164.8084787,248.317842,278.2717407,309.4787113,332.3632315,263.9246035,325.9580557,327.811025,294.4720715
FCRL6,0.0,0.960417691,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.984856427
METTL23,412.133523,404.3358478,313.0400006,361.6877965,405.0989109,421.0828982,346.5022381,414.1597901,345.6418448,439.6643543,297.6179043,313.1843437
SLC26A11,575.9435562,581.0527028,520.520001,418.7026215,466.4480248,569.1444659,456.6234973,492.8501502,436.1933824,506.9405809,490.6382117,451.0642434
HIGD1A,814.8766619,1091.034497,1120.210002,1423.588913,705.0279122,893.6198164,1646.122961,1862.683656,503.5548921,621.5944319,1691.893086,1904.712329
CHRM2,0.0,0.0,2.730000005,2.672569925,0.0,2.100164081,46.51673881,5.176997376,2.208574088,0.947552488,0.0,7.878851413
OR52N4,5.216880038,0.960417691,0.910000002,0.890856642,3.895181836,4.200328162,0.0,0.0,1.104287044,1.895104975,1.07832574,0.984856427
MAPK15,2.086752015,0.960417691,0.910000002,1.781713283,0.973795459,3.150246121,0.9493212,4.141597901,1.104287044,0.947552488,5.3916287,8.863707839
EHMT1,950.5155429,1216.849214,1302.210002,1638.285364,981.5858226,1038.531138,1604.352828,1860.612857,1106.495618,1145.590958,1374.865319,1410.314403
ADIPOQ,0.0,3.841670763,15.47000003,2.672569925,1.947590918,3.150246121,0.0,1.035399475,1.104287044,0.0,0.0,0.0
AC105219.1,51.12542437,47.06046684,30.03000006,20.48970276,38.95181836,46.20360978,17.0877816,6.212396851,36.44147245,52.11538682,16.1748861,18.71227211
SDCCAG3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035399475,0.0,0.0,1.07832574,0.0
F2R,511.2542437,797.1466832,1627.990003,1903.760643,619.3339119,781.2610381,4632.687457,1903.064235,845.8838757,775.0979349,2113.51845,1606.300832
OR52P1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035399475,1.104287044,0.947552488,0.0,0.0
HLA-V,0.0,0.0,0.0,0.890856642,0.0,1.05008204,1.898642401,0.0,1.104287044,3.79020995,2.15665148,0.0
ZNF707,284.8416501,285.2440541,261.1700005,252.1124296,351.5401607,399.0311754,229.7357305,285.7702552,499.1377439,441.5594592,263.1114806,248.1838195
MUC16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947552488,0.0,0.0
NPM1,9131.626818,7343.353663,7871.500015,10968.22697,9608.439793,7378.926498,13066.457,14070.04347,11479.06382,10166.29064,13674.24871,11563.1993
PJA1,490.3867236,395.6920885,810.8100015,856.1132325,418.7320473,357.0278938,909.4497099,1036.434875,331.2861132,268.157354,871.287198,761.2940177
DHTKD1,145.0292651,197.8460443,395.8500007,387.5226391,183.0735463,216.3169003,420.5492917,463.8589649,226.378844,278.5804314,483.0899315,463.8673769
PENK,112.6846088,88.35842754,930.0200017,783.9538446,107.1175005,70.35549671,8205.932455,1678.382549,29.81575019,16.10839229,4802.862846,2351.837147
HECW1-IT1,0.0,2.881253072,0.0,1.781713283,0.0,1.05008204,0.0,0.0,1.104287044,1.895104975,0.0,1.969712853
C4orf50,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
HIST3H2A,34.43140825,24.97085996,20.93000004,19.59884611,24.34488647,18.90147673,18.03710281,34.16818268,46.38005585,17.05594478,31.27144646,20.68198496
ZNF746,839.9176861,613.7069043,648.8300012,705.5584601,794.6170945,614.2979937,570.5420414,692.6822489,707.8479952,671.8147137,585.5308768,524.9284754
POLR2A,5498.59156,6138.029461,5161.52001,6631.53684,5625.616366,6638.61866,6050.973331,6128.529494,6155.295983,6795.846441,5313.989247,5055.268038
DLSTP1,0.0,0.960417691,0.910000002,0.890856642,0.0,0.0,0.9493212,1.035399475,1.104287044,0.947552488,4.31330296,0.984856427
TMEM132C,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A41,3.130128023,0.960417691,0.910000002,0.0,2.921386377,0.0,0.0,1.035399475,1.104287044,4.737762438,0.0,0.0
MTHFD2P7,0.0,2.881253072,0.0,3.563426566,0.0,0.0,0.0,0.0,1.104287044,0.0,1.07832574,0.0
TMEM136,593.6809483,452.3567323,473.2000009,441.8648942,436.2603656,341.2766632,301.8841417,290.9472525,212.0231125,204.6713373,360.1607972,369.32116
FRAT2,203.4583215,239.144005,109.2000002,127.3924997,180.1521599,201.6157518,75.94569602,123.2125376,221.9616959,223.6223871,107.832574,110.3039198
TMEM102,31.30128023,56.66464375,65.52000012,54.34225513,30.18765923,55.65434815,62.65519922,79.72575959,24.29431497,35.05944204,37.7414009,60.07624202
TMEM132E,8.347008061,14.40626536,1.820000003,0.890856642,6.816568212,17.85139469,2.847963601,4.141597901,6.625722264,3.79020995,3.23497722,3.939425706
ZNF322,97.03396871,115.2501229,143.7800003,129.174213,105.1699096,93.4573016,97.78008363,65.23016694,99.38583396,90.01748632,94.89266512,123.1070533
NME9,2.086752015,0.960417691,0.0,0.0,0.0,4.200328162,0.0,0.0,0.0,0.0,0.0,0.0
SPEM1,1.043376008,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,2.208574088,0.0,0.0,0.0
HEPHL1,9.390384068,14.40626536,18.20000003,13.36284962,5.842772753,10.5008204,5.695927202,5.176997376,6.625722264,1.895104975,1.07832574,0.984856427
LRRC75A,42.77841631,28.81253072,52.7800001,18.70798947,40.89940927,22.05172285,65.50316282,35.20358216,20.98145384,20.84615473,30.19312072,24.62141066
HSP90AA6P,1.043376008,0.0,1.820000003,0.0,1.947590918,3.150246121,2.847963601,3.106198426,0.0,2.842657463,1.07832574,0.984856427
CCL13,19.82414414,17.28751843,29.12000005,644.0893518,13.63313642,13.65106653,25.63167241,82.83195802,0.0,0.0,34.50642368,17.72741568
CFAP65,1.043376008,0.0,0.910000002,0.0,1.947590918,2.100164081,2.847963601,1.035399475,0.0,0.947552488,1.07832574,0.984856427
DDX60L,569.6833001,524.3880591,658.8400012,3110.871392,500.5308659,400.0812574,696.801761,561.1865156,537.7877904,428.2937244,644.8387925,835.1582497
SYNE4,4.17350403,8.643759216,4.550000009,1.781713283,5.842772753,6.300492243,1.898642401,0.0,2.208574088,10.42307736,2.15665148,2.95456928
OGFOD3,415.263651,376.4837347,750.7500014,748.3195789,385.6230017,378.0295346,807.8723414,1115.125235,435.0890953,388.4965199,661.0136786,737.6574635
WASHC1,32.34465624,20.1687715,23.66000004,19.59884611,16.5545228,21.00164081,18.98642401,18.63719055,12.14715748,18.00349726,18.33153758,11.81827712
UTS2R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947552488,0.0,0.0
AATK,2.086752015,2.881253072,10.01000002,4.454283208,0.973795459,1.05008204,5.695927202,8.283195802,2.208574088,0.0,4.31330296,11.81827712
DDN,4.17350403,5.762506144,3.640000007,8.017709774,0.973795459,3.150246121,17.0877816,6.212396851,0.0,0.947552488,9.70493166,3.939425706
SAGE1,0.0,0.0,0.910000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF467,1.043376008,6.722923835,9.100000017,2.672569925,1.947590918,3.150246121,2.847963601,5.176997376,2.208574088,3.79020995,1.07832574,0.984856427
SOX2,0.0,0.0,0.910000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF678,178.4172973,133.498059,156.5200003,140.7553494,152.885887,162.7627163,90.18551403,44.52217743,162.3301955,184.7727351,85.18773346,114.2433455
TMEM45A,1420.034746,1126.569951,1329.510003,1087.735959,1226.982278,1222.295495,1324.303074,1762.249907,1278.764397,1017.671372,2240.760888,1590.543129
RAP2B,693.845045,598.3402213,747.1100014,515.8059955,900.7607995,781.2610381,926.5374915,577.7529072,1677.41202,1258.349704,695.5201023,528.8679011
ZBTB2,623.9388525,587.7756267,433.1600008,641.4167819,595.9628208,595.396517,509.7854845,428.6553827,538.8920775,463.3531664,441.0352277,484.5493619
RNF135,758.5343575,804.8300248,619.7100012,515.8059955,734.241776,761.3094793,442.3836793,564.292714,486.9905864,569.4790451,380.6489862,440.2308227
AC011890.1,0.0,0.0,0.0,0.890856642,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
ACBD4,249.3668658,266.996118,187.4600004,129.174213,244.4226602,250.9696077,143.3475012,156.3453208,142.4530287,194.24826,156.3572323,131.9707612
FO393414.1,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGSH,667.7606449,876.8613516,1411.410003,1464.568319,566.7489571,767.6099716,1344.23882,1531.355824,462.6962715,461.4580615,1137.633656,1440.844952
RPL24P4,5.216880038,3.841670763,5.46000001,6.235996491,5.842772753,4.200328162,14.239818,9.318595277,4.417148176,7.580419901,9.70493166,7.878851413
MAB21L2,645.8497487,451.3963146,812.6300015,416.0300516,540.4564797,350.7274015,492.6977029,397.5933985,481.4691512,390.3916249,465.8367197,374.2454421
FANCB,28.1711522,14.40626536,30.03000006,79.2862411,21.4235001,15.75123061,66.45248402,51.76997376,9.938583396,10.42307736,34.50642368,58.10652917
SETD2,2396.634689,2303.081622,2173.990004,2301.082705,2270.89101,2273.427618,1747.70033,1201.063391,2483.541562,2599.136474,1892.461674,1882.060631
C6orf223,1.043376008,5.762506144,0.910000002,0.890856642,2.921386377,5.250410202,2.847963601,1.035399475,3.312861132,2.842657463,1.07832574,0.984856427
TMIE,13.5638881,12.48542998,5.46000001,11.58113634,11.68554551,11.55090245,4.746606001,7.247796327,5.52143522,7.580419901,1.07832574,7.878851413
MEX3D,682.367909,757.7695579,1479.660003,987.9600155,612.5173436,646.8505369,912.2976735,1101.665042,432.8805213,467.1433764,609.2540431,680.5357908
MRPS23,778.3585017,711.6695088,733.4600014,877.4937919,815.0667991,768.6600536,995.8379391,1671.134753,1024.778377,1138.95809,891.775387,895.2344918
FDCSP,1.043376008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR135,95.9905927,104.6855283,169.2600003,117.5930767,85.69400038,76.65598896,112.9692228,78.69036012,77.30009308,54.95804428,118.6158314,103.4099248
SLX1B,0.0,1.920835381,0.910000002,0.0,0.973795459,0.0,0.0,1.035399475,4.417148176,0.947552488,3.23497722,0.984856427
ANKRD62,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF15,258.7572499,98.92302214,69.16000013,133.6284962,399.2561381,162.7627163,122.4624348,68.33636537,403.0647711,265.3146965,115.3808542,47.27310848
ZFP41,299.4489142,239.144005,188.3700004,146.1004892,250.2654329,211.0664901,149.9927496,133.5665323,176.685927,144.9755306,136.947369,130.0010483
PHLDA2,179.4606733,217.0543981,369.4600007,1267.689001,134.3837733,234.168295,1620.491289,3226.304765,164.5387696,237.8356744,1900.009954,1589.558273
ATG9B,3.130128023,4.802088453,3.640000007,0.890856642,2.921386377,3.150246121,4.746606001,0.0,0.0,2.842657463,4.31330296,2.95456928
GPR88,1.043376008,0.960417691,19.11000004,4.454283208,5.842772753,9.450738364,2.847963601,6.212396851,6.625722264,16.10839229,4.31330296,8.863707839
HKR1,662.5437648,673.2528011,525.980001,421.3751915,660.2333211,736.1075104,362.6406985,366.5314142,736.5594584,771.3077249,467.9933712,355.53317
PLAG1,435.0877952,644.4402704,353.0800007,375.0506461,509.295025,659.4515214,279.1004329,171.8763129,602.940726,785.5210122,352.612517,481.5947926
YIPF6,1735.134301,1891.062433,1754.480003,1442.296903,1976.804782,1865.995786,1782.825214,1282.85995,2346.609969,2355.615484,2407.901378,1887.96977
ZBTB20,886.8696065,849.9696562,508.690001,526.4962752,1004.956914,1021.729825,390.1710133,234.0002814,1004.90121,898.2797583,473.3849999,365.3817343
FDX1P1,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3orf58,323.4465624,330.3836856,510.510001,361.6877965,266.8199557,315.0246121,358.8434137,338.5756284,177.7902141,133.6049008,233.9966856,406.7457042
C5orf30,352.6610906,496.5359461,424.9700008,464.1363102,329.1428651,403.2315035,730.9773242,723.7442332,297.0532148,313.6398734,838.9374258,993.7201344
AMIGO1,250.4102418,250.6690173,222.9500004,190.6433213,312.5883423,326.5755146,194.6108461,132.5311328,359.9975764,343.0140005,232.9183599,205.8349932
