external_gene_name,siRNAaRNF4_untreated_1,siRNAaRNF4_7d_of_osteogenesis_1,scrambled_untreated_1,scrambled_7d_of_osteogenesis_1,siRNAaRNF4_untreated_2,siRNAaRNF4_7d_of_osteogenesis_2,scrambled_untreated_2,scrambled_7d_of_osteogenesis_2,siRNAaRNF4_untreated_4,siRNAaRNF4_7d_of_osteogenesis_4,scrambled_untreated_4,scrambled_7d_of_osteogenesis_4
TSPAN6,1001.640967,815.3946194,940.0300018,567.4756807,1234.772642,1000.728185,808.8216626,561.1865156,1848.576512,1220.447604,876.6788267,755.3848792
TNMD,3.130128023,0.0,30.94000006,5.345139849,1.947590918,1.05008204,3.797284801,0.0,0.0,0.0,0.0,0.984856427
DPM1,831.570678,928.7239069,919.1000017,1140.296501,795.5908899,819.0639916,1039.506714,982.594102,674.7193839,696.4510784,1145.181936,1077.432931
SCYL3,359.9647226,425.465037,331.2400006,352.7792301,343.749797,369.6288782,209.7999853,165.663916,218.6488347,229.307702,209.1951936,243.2595374
C1orf112,178.4172973,109.4876167,147.4200003,173.7170451,128.5410006,119.7093526,223.0904821,220.5400882,92.7601117,165.8216853,105.6759225,149.6981768
FGR,0.0,0.960417691,0.910000002,3.563426566,0.0,1.05008204,0.9493212,3.106198426,0.0,0.947552488,2.15665148,2.95456928
CFH,4366.528592,6790.153073,3518.060007,7099.236576,4749.200453,6866.486463,2668.541894,2368.993999,5286.22208,6919.975817,5338.790739,10423.72042
FUCA2,1458.639659,1344.584767,1939.210004,2820.452127,1567.810689,1360.906324,2944.794363,3198.348979,2118.02255,1526.507058,3009.60714,2616.763525
GCLC,922.3443907,1251.424251,717.0800013,2166.563352,836.4902992,963.9753132,430.9918249,852.1337681,589.6892815,555.2657577,571.5126422,1605.315975
NFYA,742.8837174,794.2654302,724.3600014,723.3755929,807.2764354,798.0623508,844.8958682,696.8238468,1165.022831,1039.465079,799.0393734,693.3389243
STPG1,365.1816027,319.819091,322.1400006,346.5432336,408.0202973,383.2799448,468.0153517,349.9650226,449.4448269,466.1958239,437.8002505,365.3817343
NIPAL3,614.5484685,526.3088945,1989.260004,2109.548527,649.5215711,601.6970092,3052.067659,2678.578442,926.4968299,740.9860453,4117.047676,3426.315508
LAS1L,573.8568042,554.1610075,702.5200013,867.6943689,709.8968895,618.4983218,1040.456035,1337.736122,816.0681255,902.0699682,980.1980977,883.4162146
ENPP4,599.9412044,902.7926292,808.9900015,693.0864671,687.499594,898.8702267,638.8931678,349.9650226,887.8467834,1045.150394,959.7099086,1002.583842
SEMA3F,445.5215552,396.6525062,2384.200004,1242.745015,399.2561381,363.328386,1691.690379,1437.134472,305.8875112,511.6783433,865.8955693,898.189061
CFTR,0.0,0.0,0.910000002,0.0,0.0,0.0,0.0,0.0,1.104287044,0.947552488,1.07832574,0.0
ANKIB1,4398.873248,4918.298994,3894.800007,4363.41583,4488.22327,4815.676238,3764.058559,2447.684359,5922.291417,6051.070186,4348.88771,4022.153646
CYP51A1,100.1640967,78.75425063,118.3000002,120.2656466,162.6238416,176.4137828,153.7900344,138.7435297,293.7403537,353.4370779,262.0331548,186.1378646
KRIT1,1035.029,1115.044939,832.6500016,856.1132325,1053.646687,1112.036881,652.1836646,390.3456022,988.3369044,1135.16788,858.3472891,882.4313582
RAD52,158.5931532,144.0626536,212.0300004,155.0090556,124.6458187,117.6091885,159.4859616,100.4337491,100.490121,84.3321714,100.2842938,113.2584891
MYH16,4.17350403,5.762506144,0.910000002,1.781713283,0.973795459,2.100164081,0.0,0.0,0.0,0.0,1.07832574,0.984856427
BAD,883.7394784,898.9509584,1148.420002,834.7326731,966.0050952,990.2273642,1393.603522,1961.046606,1167.231406,1066.944101,1297.225865,1123.721183
LAP3,1270.831977,1704.741401,1342.250003,3885.91667,1206.532574,1729.485121,1727.764584,2475.640145,1467.597482,2432.367236,1664.934943,1678.195351
CD99,6511.709663,6004.531402,16919.63003,12253.7331,7549.836193,6356.146591,14756.24874,14687.14156,8949.142205,8051.353487,13430.54709,13460.03278
HS3ST1,3.130128023,1.920835381,10.01000002,0.0,0.973795459,2.100164081,46.51673881,0.0,1.104287044,0.0,21.5665148,5.90913856
WNT16,2.086752015,2.881253072,4.550000009,4.454283208,0.0,3.150246121,16.1384604,5.176997376,0.0,0.0,7.54828018,6.893994986
HECW1,176.3305453,450.4358969,125.5800002,182.6256115,138.2789552,329.7257607,46.51673881,121.1417386,173.3730659,290.8986137,65.77787014,105.3796376
MAD1L1,729.3198293,595.4589682,664.3000012,803.5526907,668.0236848,647.900619,1038.557393,1296.320143,927.601117,810.1573769,845.4073802,718.9451914
LASP1,16791.05009,15895.8732,24093.16005,19809.08828,17233.25824,16449.53516,35536.88981,47404.72957,24152.96623,23334.42756,27529.65614,26508.39558
SNX11,570.7266762,554.1610075,626.9900012,735.8475859,608.6221618,626.8989782,811.6696262,1189.673997,814.9638385,843.321714,697.6767538,667.7326572
TMEM176A,9.390384068,7.683341525,131.9500002,17.81713283,4.868977294,4.200328162,1.898642401,0.0,0.0,0.0,2.15665148,0.0
M6PR,2189.002864,2018.797986,1467.830003,1441.406046,2615.614603,2263.976879,1667.957349,1861.648256,3602.184338,2581.132976,1793.255706,1358.117012
KLHL13,602.0279564,410.0983539,1095.640002,550.5494045,734.241776,588.0459427,704.3963306,699.9300453,1079.992729,1029.989554,576.9042709,532.8073268
CYP26B1,564.4664201,410.0983539,371.2800007,195.9884611,1114.9958,1410.26018,506.9375209,297.1596494,2649.184619,2399.202899,748.3580636,343.7148929
ICA1,20.86752015,24.01044227,53.6900001,85.52223759,16.5545228,23.10180489,14.239818,27.95578583,5.52143522,11.37062985,19.40986332,33.4851185
DBNDD1,94.94721669,89.31884523,50.05000009,12.47199298,152.885887,163.8127983,58.85791442,41.41597901,323.5561039,272.8951164,75.4828018,42.34882634
ALS2,2576.095363,2672.842433,1679.860003,1790.62185,2832.77099,2875.124627,1719.220694,1314.957334,3480.712763,3240.629508,1781.394123,1523.572892
CASP10,125.2051209,117.1709583,68.25000013,88.19480751,169.4404098,164.8628804,86.38822922,56.94697114,258.4031683,221.7272821,94.89266512,66.97023701
CFLAR,2171.265472,3741.787323,2672.670005,5139.351965,1949.538509,2916.077826,1870.162765,2465.286151,1540.480426,2014.496589,2038.035649,3081.615759
TFPI,2110.749663,1571.243342,2401.490005,5245.363905,2044.970464,1792.490043,2851.760886,1943.444815,1875.079401,1520.821743,5944.809805,3240.177643
NDUFAF7,400.6563869,363.9983048,358.5400007,344.7615203,396.3347518,352.8275656,362.6406985,364.4606153,438.4019565,405.5524647,465.8367197,436.291397
RBM5,1844.688781,1832.476954,2470.650005,2072.132548,1708.037235,1612.926014,1834.088559,1417.461882,1459.867472,1417.538521,1773.845842,2185.396411
MTMR7,1.043376008,0.960417691,1.820000003,1.781713283,0.973795459,0.0,0.0,1.035399475,0.0,0.0,0.0,0.984856427
SLC7A2,534.2085159,2367.429607,191.1000004,9222.147953,393.4133654,1455.413708,27.53031481,2316.188626,8.834296352,71.06643657,10.7832574,903.1133432
ARF5,1170.667881,1252.384669,1673.490003,1411.11692,1102.336459,1243.297136,2047.685829,3104.127627,1180.48285,1295.304251,1357.612107,1669.331643
SARM1,372.4852347,339.9878625,592.4100011,262.8027093,310.6407514,277.2216587,263.9112937,262.9914667,128.0972971,132.6573483,154.2005808,194.016716
POLDIP2,3551.65193,3295.193097,2348.710004,2744.729313,3908.814972,3863.251827,3711.845893,5587.015568,4999.107448,4859.049156,3559.553268,3100.328031
PLXND1,12381.74308,18326.69037,10508.68002,10917.44814,10766.28259,16887.41938,9547.323311,13588.58271,8830.983491,11475.80818,6036.467493,11725.70061
AK2,2230.737904,2105.235578,1604.330003,1816.456692,2375.087124,2270.277372,2309.69848,3141.402008,3025.746501,2874.874247,2390.648166,2011.076823
CD38,13.5638881,18.24793612,1.820000003,47.215402,8.76415913,7.350574283,1.898642401,6.212396851,2.208574088,0.0,1.07832574,0.0
FKBP4,1653.750972,1041.092777,887.2500017,1007.558862,1902.796327,1406.059852,1671.754634,2017.993577,2680.104656,2088.405683,1936.673029,1154.251732
KDM1A,1014.161479,926.8030715,1920.100004,1878.816657,980.6120271,908.320965,1820.798062,2567.790699,930.9139781,923.8636754,1699.441366,1921.454888
RBM6,869.1322143,871.0988454,1222.130002,1171.476484,861.8089811,788.6116124,1012.925721,913.2223372,853.613885,845.216819,954.3182799,1014.402119
CAMKK1,107.4677288,70.11049142,155.6100003,88.19480751,113.9340687,44.1034457,239.2289425,174.9825113,114.8458526,77.69930398,157.435558,133.940474
RECQL,1652.707596,2248.337814,2147.600004,2897.956655,1647.661916,2083.362768,2974.22332,1497.187641,1678.516307,2084.615473,2788.550364,3007.751527
VPS50,738.7102134,707.827838,647.0100012,522.9328486,708.9230941,715.1058696,525.9239449,257.8144693,901.0982279,956.08046,738.6531319,697.27835
HSPB6,1967.80715,2458.669288,4296.110008,2504.198019,1897.927349,2223.02368,6877.832096,4693.465821,3543.657124,4570.9932,3924.027368,3270.708193
ARHGAP33,33.38803224,29.77294841,51.8700001,79.2862411,33.1090456,43.05336366,138.6008952,123.2125376,98.28154692,108.9685361,94.89266512,68.93994986
NDUFAB1,969.2963111,923.9218184,819.9100015,977.2697358,1056.568073,940.8735083,1270.191766,1933.09082,1246.740073,1158.856692,1295.069214,1168.039722
PDK4,823.22367,453.31715,439.5300008,560.3488275,905.6297768,1126.738029,125.3103984,220.5400882,1647.59627,4566.255438,450.7401593,1000.614129
SLC22A16,0.0,0.0,0.910000002,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZMYND10,18.78076814,24.01044227,21.84000004,8.017709774,19.47590918,12.60098449,10.4425332,13.46019318,9.938583396,13.26573483,17.25321184,12.80313355
ABCB5,2.086752015,0.0,4.550000009,0.890856642,5.842772753,0.0,1.898642401,0.0,1.104287044,0.0,1.07832574,0.984856427
SLC25A13,756.4476055,867.2571747,714.3500013,792.862411,811.1716173,814.8636634,568.643399,886.3019508,767.4794956,783.6259073,432.4086218,629.3232566
ST7,866.0020863,647.3215235,351.2600007,548.7676912,800.4598672,763.4096434,481.3058485,627.452082,1065.636997,872.6958411,841.0940772,618.4898359
CDC27,2422.71909,2566.236069,2749.110005,3812.866426,2266.995828,2398.38738,3439.390709,3009.906274,2747.466166,2866.346275,3608.077926,3506.088879
SLC4A1,0.0,1.920835381,0.910000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984856427
HCCS,1018.334983,885.5051108,915.4600017,959.4526029,930.9484587,801.2125969,1305.31665,1413.320284,723.3080138,714.4545757,1147.338587,987.8109959
DVL2,1140.409976,1044.934447,1309.490002,1036.066274,1072.1488,898.8702267,942.6759519,1065.42606,697.9094118,704.0314983,734.339829,750.4605971
UPF1,3568.345946,3982.852163,3097.640006,3718.435622,3381.017833,4223.429967,2970.426036,3801.986873,3396.786947,4092.479194,2749.730637,3056.009492
SKAP2,615.5918445,744.3237102,1072.890002,731.3933027,583.3034799,563.8940557,834.453335,779.6558048,528.9534941,556.2133102,830.3108198,921.8256153
SLC25A5,3826.05982,2560.473563,2881.970005,3755.851601,4100.652677,3051.53841,4823.501019,7966.363562,3734.698783,3139.241391,3431.232505,3446.012637
MCUB,177.3739213,325.5815971,307.5800006,530.0597017,210.3398191,337.076335,469.9139941,624.3458836,376.561882,495.569951,435.643599,489.473644
HOXA11,701.1486771,672.2923835,854.4900016,546.0951213,614.4649346,663.6518496,616.109459,660.5848652,630.5479021,767.517515,846.4857059,705.1572014
POLR2J,583.2471882,565.6860198,452.2700009,408.0123418,669.9712757,538.6920868,635.095883,890.4435487,683.5536803,675.6049237,503.5781206,458.9430948
DHX33,974.5131911,921.0405653,642.4600012,961.2343162,939.7126178,865.2676014,726.2307182,798.2929954,1071.158433,1001.562979,753.7496923,663.7932315
MEOX1,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,1.035399475,0.0,0.0,2.15665148,0.0
THSD7A,42.77841631,43.21879608,28.21000005,5.345139849,41.87320473,14.70114857,2.847963601,2.07079895,4.417148176,6.632867413,5.3916287,7.878851413
LIG3,499.7771076,529.1901475,652.4700012,612.9093694,472.2907976,590.1461068,772.747457,971.2047078,673.6150969,760.8846476,841.0940772,752.4303099
RPAP3,743.9270934,656.9257004,789.8800015,773.2635649,654.3905484,582.7955325,715.788185,452.4695707,806.1295421,624.4370893,836.7807743,771.142582
ACSM3,9.390384068,7.683341525,2.730000005,1.781713283,9.737954589,9.450738364,9.493212003,6.212396851,16.56430566,6.632867413,9.70493166,5.90913856
REXO5,47.99529635,58.58547913,49.14000009,87.30395087,48.68977294,64.05500447,128.158362,168.7701145,50.79720403,61.59091169,76.56112754,67.95509343
CIAPIN1,1151.887112,1257.186757,1021.020002,1240.072445,1222.113301,1169.791393,1071.783635,1624.541777,1306.371573,1373.003555,855.1123119,934.6287488
SPPL2B,664.6305168,873.9800985,887.2500017,979.0514491,632.9670483,801.2125969,881.919395,1039.541073,469.3219937,513.5734483,790.4127675,934.6287488
FAM214B,941.1251588,866.296757,1530.620003,1432.49748,1038.065959,832.7150581,2445.451412,2530.516317,1368.211648,996.825217,2694.736024,1836.757236
COPZ2,1908.334718,2448.104693,3256.890006,2889.938945,2107.293373,2521.246979,5533.593276,6479.529916,2926.360667,3552.374276,5926.478267,5280.800159
PRKAR2B,104.3376008,204.5689681,339.4300006,136.3010662,99.32713681,131.2602551,58.85791442,74.54876222,55.2143522,53.06293931,60.38624144,60.07624202
MSL3,571.7700522,582.0131205,693.4200013,878.3846486,511.2426159,530.2914304,696.801761,766.1956117,523.4320589,484.1993212,706.3033597,747.5060278
CREBBP,2210.91376,1959.252089,2354.170004,2617.336813,2096.581623,1986.755221,1716.37273,1509.612435,1579.130473,1610.839229,1547.397437,1671.301356
TSPOAP1,71.99294452,46.10004915,239.3300005,18.70798947,47.71597749,34.65270734,51.26334481,19.67259003,7.730009308,2.842657463,20.48818906,40.37911349
MPO,2.086752015,0.0,0.0,0.0,0.973795459,2.100164081,3.797284801,4.141597901,6.625722264,1.895104975,5.3916287,1.969712853
PON1,1.043376008,1.920835381,0.910000002,0.890856642,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.984856427
GCFC2,304.6657942,268.9169534,263.9000005,308.236398,313.5621378,260.420346,287.6443237,240.2126783,368.8318727,349.6468679,396.8238723,350.6088879
WDR54,327.6200664,256.4315234,190.1900004,202.2244576,335.9594333,274.0714126,213.5972701,442.1155759,208.7102513,235.9405694,181.1587243,244.2443938
CROT,936.9516548,1016.121917,520.520001,369.7055062,990.3499817,1099.435896,592.376429,422.4429859,982.8154692,1282.038516,756.9846695,621.4444052
ABCB4,32.34465624,15.36668305,24.57000005,7.126853132,37.9780229,17.85139469,10.4425332,8.283195802,26.50288906,15.1608398,8.62660592,4.924282133
KMT2E,3161.429303,2867.807224,2490.670005,2420.457495,2869.775217,2821.570443,1846.429735,1045.75347,3011.390769,3231.153983,1975.492756,1942.136873
RHBDD2,1334.477914,1311.930565,1436.890003,1462.786605,1366.235029,1484.816005,1403.096734,1600.727589,1607.841936,1576.727339,1228.213018,1186.751994
SOX8,4.17350403,1.920835381,5.46000001,4.454283208,1.947590918,7.350574283,13.2904968,9.318595277,3.312861132,2.842657463,5.3916287,21.66684138
IBTK,2657.478691,2806.340492,2929.290006,3316.659276,2486.099807,2383.686232,2681.832391,1804.701285,1837.533641,2077.982605,3515.341913,3194.874248
ZNF195,317.1863063,333.2649387,274.8200005,256.5667128,338.8808197,328.6756787,287.6443237,111.8231433,532.2663552,448.1923266,365.5524259,267.880948
MYCBP2,5803.257354,9192.157717,7466.550014,5558.054587,5050.10325,6822.383017,3483.059484,2461.144553,3014.70363,4761.45125,3800.019908,4129.502997
FBXL3,1248.921081,1527.064128,1973.790004,2236.05017,1164.659369,1490.066415,1605.30215,1163.78901,1284.285832,1579.569997,1709.146298,2077.062204
ITGAL,2.086752015,0.0,1.820000003,3.563426566,2.921386377,4.200328162,0.0,1.035399475,2.208574088,0.947552488,3.23497722,0.0
PDK2,1288.569369,1331.138919,1110.200002,644.9802085,1521.068507,1774.638648,1345.188141,1267.328958,2704.398971,2511.961645,1654.151685,1228.115964
ITGA3,2865.110517,2961.928158,2834.650005,5346.030706,5064.710182,4854.529273,6984.15607,7331.663684,13265.80026,7056.423375,5687.089953,7732.107805
ZFX,1103.891816,1227.413809,1188.460002,1237.399875,1064.358437,1092.085322,840.1492622,516.6643381,884.5339223,988.2972446,1012.54787,1049.856951
LAMP2,7933.831162,6699.87381,7438.340014,6090.786858,8074.711945,7025.048851,5755.734437,4849.811142,8116.509774,7329.318492,6423.586433,6311.944838
ITGA2B,4.17350403,2.881253072,0.910000002,3.563426566,0.973795459,2.100164081,2.847963601,5.176997376,5.52143522,5.685314926,1.07832574,2.95456928
GDE1,2601.136387,3163.615873,2674.490005,2889.938945,2915.543604,3232.152521,2727.399808,3282.216336,3853.961784,4139.856818,3311.538348,3169.267981
REX1BD,560.2929161,419.7025308,550.550001,371.4872195,565.7751616,417.9326521,705.3456518,873.8771571,527.849207,342.066448,760.2196467,495.3827826
CRLF1,7644.816008,8623.590444,5287.10001,8229.733655,6860.389008,12292.26037,4924.129066,11531.24396,6190.633169,21871.40652,5108.029031,13490.56333
OSBPL7,99.12072072,99.88343983,127.4000002,29.39826917,88.61538676,105.008204,83.54026562,73.51336274,60.73578742,30.3216796,60.38624144,83.71279626
TMEM98,3040.397686,2456.748453,3447.080006,1896.63379,3096.669559,2645.15666,2614.430586,2947.782306,3050.040816,2995.213413,2806.881901,2409.943676
YBX2,0.0,0.960417691,0.0,0.0,0.0,1.05008204,0.0,2.07079895,0.0,0.947552488,0.0,0.0
KRT33A,0.0,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K14,794.0091418,493.654693,450.4500008,506.897429,966.0050952,562.8439737,473.7112789,558.0803171,1619.989094,1268.772781,653.4653985,715.0057657
ABCC8,1.043376008,2.881253072,1.820000003,2.672569925,0.973795459,4.200328162,2.847963601,0.0,0.0,0.0,0.0,0.0
CACNG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07832574,0.0
TMEM132A,686.541413,477.3275922,837.2000016,767.0275684,591.0938435,584.8956965,228.7864093,481.460756,210.9188254,183.8251826,250.1715717,170.3801618
AP2B1,7600.994215,8066.548184,6585.670012,7610.588289,7559.574147,8549.767974,9186.581255,11372.82784,10157.23223,10940.44102,9607.882344,9324.620647
TAC1,0.0,0.0,0.0,3.563426566,1.947590918,0.0,0.0,1.035399475,1.104287044,0.0,0.0,0.0
ZNF263,1269.788601,1390.684816,834.4700016,922.9274806,1225.034687,1413.410426,737.6225726,1027.116279,1278.764397,1328.468588,872.3655237,821.3702598
CX3CL1,109.5544808,335.185774,142.8700003,461.4637403,109.0650914,484.0878207,56.00995082,307.5136441,57.42292629,463.3531664,17.25321184,160.5315975
SPATA20,1266.658473,1710.503907,2311.400004,1812.893266,1228.929869,1654.929296,2475.82969,3178.676389,1072.26272,1311.412643,1780.315797,2443.428794
CACNA1G,66.77606449,113.3292875,22.75000004,8.017709774,58.42772753,74.55582487,8.543890802,5.176997376,11.04287044,19.89860224,7.54828018,11.81827712
TNFRSF12A,4785.965747,3429.651573,2409.680005,6306.374166,5092.95025,4699.117131,7455.019386,12344.03254,5773.212666,6115.503755,6375.061775,6209.51977
DLX6,165.8967852,253.5502703,284.8300005,97.10337393,170.4142053,216.3169003,148.0941072,109.7523444,153.4958991,417.870647,91.6576879,171.3650182
MAP3K9,13.5638881,0.960417691,3.640000007,4.454283208,6.816568212,6.300492243,7.594569602,15.53099213,45.27576881,13.26573483,7.54828018,1.969712853
RALA,1164.407624,1210.12629,1382.290003,1493.075731,1156.869005,1089.985158,1605.30215,1356.373313,2027.471013,1281.090963,1819.135523,1649.634515
BAIAP2L1,458.0420673,600.2610567,397.6700007,735.8475859,491.7667067,527.1411843,483.2044909,570.5051109,890.0553575,875.5384986,695.5201023,777.0517206
KDM7A,908.7805026,733.7591157,525.070001,689.5230406,775.1411853,723.5065259,178.4723857,202.9382971,625.0264669,551.4755478,341.8292596,430.3822584
ETV1,138.769009,181.5189435,70.98000013,181.7347549,180.1521599,213.1666542,250.6207969,246.4250751,213.1273995,157.2937129,249.093246,317.1237694
AGK,330.7501944,312.1357495,506.870001,586.1836701,326.2214787,301.3735456,682.561943,676.1158573,347.8504189,329.7482657,593.079157,493.4130697
ALDH3B1,1425.251626,1557.797494,1812.720003,1493.075731,1150.052437,1204.4441,1554.988126,2470.463148,408.5862063,794.0489846,871.287198,1478.269496
TTC22,0.0,0.0,0.0,0.0,0.0,1.05008204,0.9493212,1.035399475,0.0,0.0,0.0,0.0
PHTF2,1881.206942,1556.837077,1644.370003,1305.995837,1761.595985,1506.867728,1719.220694,948.4259193,2832.496268,1893.20987,2646.211366,1755.014152
CCL26,93.90384068,46.10004915,30.03000006,41.87026215,105.1699096,48.30377386,23.73303001,44.52217743,83.92581535,54.95804428,46.36800682,21.66684138
FARP2,598.8978284,735.679951,1452.360003,1614.232234,612.5173436,739.2577565,1688.842415,1909.276632,714.4737175,822.4755592,1468.679658,1555.088298
USH1C,0.0,0.0,0.910000002,1.781713283,0.0,0.0,0.0,0.0,0.0,0.0,1.07832574,0.0
GGCT,343.2707065,371.6816463,247.5200005,326.0535308,447.9459111,437.8842109,262.0126513,329.2570331,620.6093187,626.3321943,360.1607972,349.6240314
DBF4,128.3352489,90.27926292,65.52000012,212.0238807,91.53677314,80.85631712,228.7864093,126.318736,94.96868579,93.80769627,84.10940772,149.6981768
TBXA2R,39.64828829,82.5959214,92.82000017,69.48681804,60.37531845,108.1584502,201.2560945,149.0975244,166.7473436,217.9370722,102.4409453,102.4250684
IFRD1,2254.735552,2296.358698,2193.100004,3576.789416,2139.428623,2239.824992,1337.593571,1207.275788,2725.380425,2227.695898,2259.092425,2040.622516
COX10,224.3258416,232.4210811,257.5300005,348.3249468,210.3398191,238.3686232,257.2660453,270.239263,253.9860201,290.8986137,226.4484054,220.6078396
GTF2IRD1,807.5730299,780.8195825,826.2800016,793.7532676,673.8664576,705.6551312,500.2922725,639.8768757,428.4633731,439.6643543,450.7401593,615.5352666
PAF1,1117.455704,1064.142801,1176.630002,1264.125574,1217.244324,1208.644429,1823.646026,2183.657493,1569.19189,1573.884682,1602.39205,1403.420408
VPS41,2737.818644,2665.159092,3180.450006,1907.32407,2801.609535,2529.647636,2640.062258,1789.170293,3158.260946,2922.251872,3075.385011,2766.461702
ARHGAP44,98.07734471,119.0917936,111.0200002,121.1565033,111.9864778,135.4605832,216.4452337,230.894083,144.6616028,160.1363704,169.2971412,129.0161919
ELAC2,1050.67964,1043.013612,1279.460002,1771.91386,1081.886755,1133.038522,2151.16184,3107.233825,1419.008852,1397.639919,1915.106514,1715.619895
SCIN,251.4536178,276.6002949,291.2000005,173.7170451,275.5841149,302.4236277,431.9411461,259.8852683,358.8932893,413.1328846,460.445091,410.6851299
ARSD,358.9213466,427.3858723,700.7000013,546.9859779,341.8022061,363.328386,450.9275701,432.7969806,181.1030752,240.6783319,329.9676765,458.9430948
PNPLA4,292.1452821,288.1253072,309.4000006,214.6964506,261.9509784,256.2200179,197.4588097,280.5932578,156.8087603,174.3496577,196.2552847,206.8198496
MYH13,1.043376008,1.920835381,0.0,3.563426566,0.0,0.0,0.0,1.035399475,0.0,0.0,1.07832574,1.969712853
ADIPOR2,1840.515277,1965.975013,1775.410003,1689.955049,1883.320417,1983.604974,1731.561869,1833.692471,2264.892727,2541.335772,1962.552847,1832.81781
CDKL3,19.82414414,20.1687715,24.57000005,16.92627619,18.50211372,9.450738364,10.4425332,17.60179108,13.25144453,15.1608398,14.01823462,15.75770283
UPP2,1.043376008,3.841670763,1.820000003,0.890856642,0.973795459,1.05008204,0.0,0.0,0.0,0.0,1.07832574,0.984856427
PRSS21,0.0,0.0,0.0,0.0,0.0,0.0,2.847963601,2.07079895,0.0,0.0,0.0,0.0
MARK4,1706.963148,1687.453882,1298.570002,1229.382165,1670.059212,1714.783972,1611.947398,1903.064235,2060.599624,2004.073511,1622.880239,1388.647561
PROM1,1.043376008,0.960417691,0.0,0.890856642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC124,1356.38881,1242.780492,1188.460002,1301.541553,1559.04653,1417.610755,1956.550994,3046.145256,2259.371292,2113.042047,1864.425205,1691.983341
PAFAH1B1,3322.109208,4107.706463,7037.030013,6699.241944,2958.390604,3412.766632,5577.262052,5033.076849,3253.229632,3333.489651,4577.492767,5598.908785
DNAH9,0.0,1.920835381,0.910000002,0.890856642,0.0,1.05008204,1.898642401,2.07079895,0.0,0.0,0.0,0.0
KIAA0100,7631.25212,8668.730076,7998.900015,8353.562728,7981.227581,9149.364819,10652.33319,13404.28161,8889.510704,8902.255621,11462.60262,11211.60556
GAS7,416.307027,356.3149632,130.1300002,197.7701744,343.749797,308.7241199,117.7158288,97.32755067,290.4274926,171.5070003,209.1951936,97.50078623
TRAPPC6A,62.60256046,107.5667814,189.2800004,75.72281453,82.77261401,93.4573016,85.43890802,127.3541355,40.85862063,53.06293931,50.68130978,94.54621695
MATK,0.0,0.0,0.0,0.0,5.842772753,4.200328162,0.9493212,0.0,9.938583396,4.737762438,5.3916287,0.984856427
CD79B,0.0,0.0,0.0,0.0,0.973795459,1.05008204,0.9493212,1.035399475,3.312861132,0.0,0.0,1.969712853
SCN4A,4.17350403,2.881253072,2.730000005,0.890856642,5.842772753,1.05008204,0.0,0.0,1.104287044,1.895104975,0.0,0.0
ST7L,633.3292366,695.342408,494.1300009,571.9299639,649.5215711,601.6970092,368.3366257,395.5225995,527.849207,550.5279953,535.9278928,405.7608478
TKTL1,0.0,0.0,0.0,0.890856642,0.0,0.0,0.0,0.0,0.0,0.947552488,0.0,0.0
PAX6,0.0,0.960417691,0.0,0.890856642,3.895181836,2.100164081,0.0,0.0,9.938583396,3.79020995,0.0,0.0
RPUSD1,492.4734756,499.4171991,479.5700009,716.2487398,614.4649346,561.7938917,797.4298082,1377.081302,745.3937547,614.014012,815.2142595,657.884093
RHBDF1,1098.674936,1185.15543,1401.400003,1583.943109,986.4547999,1253.797956,2060.027005,1998.320987,1061.219849,1217.604947,2074.698724,1949.030868
LUC7L,560.2929161,523.4276414,792.6100015,813.3521137,486.8977294,435.7840468,599.0216774,673.0096589,339.0161225,310.7972159,577.9825967,671.6720829
CACNA2D2,2.086752015,0.0,5.46000001,1.781713283,2.921386377,0.0,3.797284801,2.07079895,1.104287044,0.947552488,1.07832574,0.0
BAIAP3,3.130128023,6.722923835,7.280000014,3.563426566,1.947590918,6.300492243,8.543890802,14.49559265,8.834296352,9.475524876,9.70493166,12.80313355
TSR3,1317.783898,1188.997101,1296.750002,1468.131745,1472.378734,1388.208458,2049.584471,3265.649945,2078.268217,1954.800782,2166.356412,1795.393266
PIGQ,713.6691892,717.4320149,819.9100015,596.8739498,746.901117,716.1559516,723.3827546,971.2047078,565.3949665,580.8496749,667.4836331,805.6125569
CRAMP1,258.7572499,261.2336119,354.9000007,424.0477614,303.8241832,319.2249403,307.5800689,293.0180515,342.3289837,345.856658,298.69623,301.3660665
TEAD3,1944.852878,1659.601769,1707.160003,1867.235521,1606.762507,1502.6674,1903.389007,2505.66673,1379.254518,1361.632925,1535.535854,1862.363503
SELE,5.216880038,6.722923835,0.0,3.563426566,0.973795459,3.150246121,0.0,2.07079895,0.0,0.0,1.07832574,0.0
